dataset,instance_id,true_label,experiment,repeat,trace_idx,use_memory,diagnosis,parse_success,rationale,evidence_json,grounded_rate,contradiction_rate,unsupported_rate,invalid_feature_claims,verifiable_claims,endpoint,input_tokens,output_tokens,latency_s,cost_usd,success
nasa_fd001,u001_e0140,healthy,main_full,0,3,True,degraded,True,Elevated s2_delta_mean and s13_slope indicate increased wear or deviation from baseline. Large negative s7_z_last and positive s8_z_last suggest abnormal sensor readings consistent with degradation rather than healthy operation.,"[{""feature"": ""s2_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s7_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s8_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1034,195,2.82891083100003,0.0007256000000000001,True
nasa_fd001,u001_e0140,healthy,main_full,0,4,True,degraded,True,"Elevated s2_delta_mean and s8_z_last suggest abnormal sensor readings often linked with degradation. Negative s7_z_last and positive s13_slope further indicate deviation from healthy baselines, consistent with early fault development.","[{""feature"": ""s2_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s8_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1034,197,3.7396555909999734,0.0007288,True
nasa_fd001,u001_e0170,degraded,main_full,0,0,True,degraded,True,"Elevated positive slopes in s8, s13, s11, and s4 indicate sensor degradation consistent with degraded training references, signaling a deteriorating health state.","[{""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s4_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,185,4.148699411999587,0.0007104000000000001,True
nasa_fd001,u001_e0170,degraded,main_full,0,1,True,degraded,True,"Elevated positive slopes in sensors s8, s13, s11, and s4 align with degraded patterns in training data, indicating worsening health state rather than normal operation.","[{""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s4_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,187,2.892206826000802,0.0007136,True
nasa_fd001,u001_e0170,degraded,main_full,0,2,True,degraded,True,"Elevated positive slopes in s8, s13, s4, and s15 sensors align with known degraded patterns from similar training examples, indicating abnormal wear or fault progression.","[{""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s4_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,187,3.5497689710000486,0.0007136,True
nasa_fd001,u001_e0170,degraded,main_full,0,3,True,degraded,True,"Elevated positive slopes in s8, s13, s11, and s4 sensors match degraded training references, indicating abnormal sensor trends consistent with engine degradation.","[{""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s4_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,184,2.6723870650002937,0.0007088000000000001,True
nasa_fd001,u001_e0170,degraded,main_full,0,4,True,degraded,True,"Elevated positive slopes in s8, s13, s4, and s15 sensors align with degraded state patterns observed in training references, indicating wear or fault progression.","[{""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s4_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,186,2.6500630150003417,0.0007120000000000001,True
nasa_fd001,u005_e0080,healthy,main_full,0,0,True,healthy,True,"Key features like s3_delta_mean and s12_slope closely resemble healthy training references. Positive trends in s20_z_last support stable engine condition, indicating no significant degradation.","[{""feature"": ""s3_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s12_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s20_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1033,159,3.6403510579993963,0.0006676000000000001,True
nasa_fd001,u005_e0080,healthy,main_full,0,1,True,healthy,True,Key features s3_slope and s12_slope align closely with healthy training references. Negative s3_slope and positive s12_slope indicate stable engine dynamics. Moderate negative s2_delta_mean further supports a non-degraded state.,"[{""feature"": ""s3_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s12_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s2_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1033,172,2.554432115000054,0.0006884,True
nasa_fd001,u005_e0080,healthy,main_full,0,2,True,healthy,True,"Strong positive signals in s12 features align with healthy references; negative s3 indicators are consistent with normal variation seen in healthy engines, indicating no degradation.","[{""feature"": ""s12_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s12_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s3_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s3_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,182,2.883214439999392,0.0007044000000000001,True
nasa_fd001,u005_e0080,healthy,main_full,0,3,True,degraded,True,Strong negative slopes in s3 and s17 alongside negative s13_z_last and positive s12_delta_mean indicate abnormal sensor trends consistent with degradation rather than healthy operation.,"[{""feature"": ""s3_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s13_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s12_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s17_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,185,3.0914223770005265,0.0007092000000000001,True
nasa_fd001,u005_e0080,healthy,main_full,0,4,True,healthy,True,"Key features s3_slope and s3_delta_mean match healthy training patterns, indicating stable degradation trends. Positive s12_slope further supports normal operation. No strong evidence of degradation observed in critical sensors.","[{""feature"": ""s3_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s3_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s12_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s20_z_last"", ""direction"": ""positive"", ""importance"": ""low""}]",1.0,0.0,0.0,0,4,responses,1033,193,2.996190323000519,0.0007220000000000001,True
nasa_fd001,u005_e0110,healthy,main_full,0,0,True,degraded,True,"Strong negative slope in s8 and decreased s11 values indicate degradation trends, while positive s20 slope suggests compensatory changes rather than healthy operation. These deviations from healthy references point to a degraded health state.","[{""feature"": ""s8_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s11_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s20_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1033,165,3.091080461999809,0.0006772000000000001,True
nasa_fd001,u005_e0110,healthy,main_full,0,1,True,healthy,True,"Key sensors s3_z_last and s8_slope show negative deviations similar to healthy references. Positive s21_z_last and s20_slope indicate normal operational trends, consistent with healthy engine behavior. No significant degradation patterns are present.","[{""feature"": ""s3_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s21_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s20_slope"", ""direction"": ""positive"", ""importance"": ""low""}]",1.0,0.0,0.0,0,4,responses,1033,199,3.3510711079998146,0.0007316000000000001,True
nasa_fd001,u005_e0110,healthy,main_full,0,2,True,healthy,True,"Key sensors s2 and s3 show strong negative deviations similar to healthy references. Negative s8 slope and positive s20 slope align with normal operational variability, indicating no degradation signs.","[{""feature"": ""s3_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s2_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s20_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,188,2.2438144629995804,0.000714,True
nasa_fd001,u005_e0110,healthy,main_full,0,3,True,degraded,True,"Negative trends in s8_slope, s3_z_last, and s11_z_last indicate degradation, while positive s20_slope suggests compensatory behavior. These patterns contrast with healthy references, supporting a degraded health state diagnosis.","[{""feature"": ""s8_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s3_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s11_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s20_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,198,4.735071508000146,0.0007300000000000001,True
nasa_fd001,u005_e0110,healthy,main_full,0,4,True,healthy,True,"Key sensor trends like negative s3_z_last and s8_slope align with healthy training references. Positive s20_delta_mean and s6_slope indicate stable or improving conditions, supporting a healthy diagnosis.","[{""feature"": ""s3_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s20_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s6_slope"", ""direction"": ""positive"", ""importance"": ""low""}]",1.0,0.0,0.0,0,4,responses,1033,193,5.8374898459996984,0.0007220000000000001,True
nasa_fd001,u005_e0150,healthy,main_full,0,0,True,healthy,True,"Key features like s7_delta_mean and s4_z_last align with healthy training references. Negative s15_delta_mean is less severe than degraded cases. Positive s9_z_last supports normal operation, indicating no significant degradation.","[{""feature"": ""s7_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s4_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s15_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s9_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,194,3.8582568080000783,0.0007236,True
nasa_fd001,u005_e0150,healthy,main_full,0,1,True,healthy,True,"Positive s7_delta_mean and s7_slope align with healthy training references. Negative s15_delta_mean and s15_slope are within the typical healthy range, indicating stable sensor trends consistent with a healthy state.","[{""feature"": ""s7_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s15_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s15_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,195,3.056172200999754,0.0007252000000000001,True
nasa_fd001,u005_e0150,healthy,main_full,0,2,True,healthy,True,"Strong positive values in s7 features and positive s4_z_last align with healthy references. Negative s15_slope is moderate, not as extreme as degraded patterns. Overall sensor trends are consistent with known healthy states.","[{""feature"": ""s7_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s4_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s15_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,195,2.6935496209998746,0.0007252000000000001,True
nasa_fd001,u005_e0150,healthy,main_full,0,3,True,healthy,True,"Key features s7_delta_mean and s7_slope indicate normal operation, matching healthy training patterns. Positive s4_z_last and moderate negative s15_delta_mean further support no degradation signs.","[{""feature"": ""s7_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s4_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s15_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,190,2.713208513000609,0.0007172000000000001,True
nasa_fd001,u005_e0150,healthy,main_full,0,4,True,healthy,True,"Positive s7 features and s4_z_last match healthy training patterns; negative s15_slope is less severe than degraded references. Sensor values align with known healthy examples, indicating normal engine condition.","[{""feature"": ""s7_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s4_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s15_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,191,2.6257308200001717,0.0007188000000000001,True
nasa_fd001,u005_e0180,healthy,main_full,0,0,True,degraded,True,"High positive deviations in s14_z_last and s20_delta_mean indicate abnormal sensor readings linked to degradation, while a negative slope in s3 suggests declining sensor trend. These combined signs imply a degraded health state despite some features resembling healthy references.","[{""feature"": ""s14_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s20_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s3_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1033,172,3.885758583999632,0.0006884,True
nasa_fd001,u005_e0180,healthy,main_full,0,1,True,healthy,True,"Key sensor s8_z_last is strongly negative, matching healthy training patterns. Positive s9_z_last and s7_z_last further support normal engine behavior. No significant degradation indicators present in slopes or delta means.","[{""feature"": ""s8_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s9_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s7_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1033,164,2.9349110920002204,0.0006756000000000002,True
nasa_fd001,u005_e0180,healthy,main_full,0,2,True,healthy,True,"Key sensor s8_z_last is strongly negative, consistent with healthy references. Positive s9_z_last and s21_slope indicate stable or improving conditions. No strong negative trends or abnormal deviations suggest degradation.","[{""feature"": ""s8_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s9_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1033,165,3.129644382999686,0.0006772000000000001,True
nasa_fd001,u005_e0180,healthy,main_full,0,3,True,healthy,True,"Strong negative s8_z_last and positive s9_z_last values align with healthy baseline references. Positive s14_z_last and s20_slope suggest stable sensor trends, indicating no degradation signs in monitored engine parameters.","[{""feature"": ""s8_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s9_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s14_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s20_slope"", ""direction"": ""positive"", ""importance"": ""low""}]",1.0,0.0,0.0,0,4,responses,1033,193,2.837484408999444,0.0007220000000000001,True
