dataset,instance_id,true_label,experiment,repeat,trace_idx,use_memory,diagnosis,parse_success,rationale,evidence_json,grounded_rate,contradiction_rate,unsupported_rate,invalid_feature_claims,verifiable_claims,endpoint,input_tokens,output_tokens,latency_s,cost_usd,success,temporal_version,unit,window_order,window_start,window_end,rul_end
nasa_fd001,u001_e0170,degraded,temporal_stability,0,0,True,degraded,True,"Elevated positive slopes in s8, s13, s11, and s4 match degraded training references, indicating increasing sensor trends typical of degradation rather than stable healthy conditions.","[{""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s4_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,187,3.20002314500016,0.0007136,True,major_revision_v2_temporal_transition,1,3,121,170,22
nasa_fd001,u001_e0170,degraded,temporal_stability,0,1,True,degraded,True,"High positive slopes in s8, s13, s4, and s15 match degraded training patterns, indicating sensor trends consistent with degradation rather than healthy operation.","[{""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s4_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,184,2.596634598001401,0.0007088,True,major_revision_v2_temporal_transition,1,3,121,170,22
nasa_fd001,u001_e0170,degraded,temporal_stability,0,2,True,degraded,True,"Elevated positive slopes in s8, s13, s4, and s15 match degraded training references, indicating progressive sensor trends typical of degradation rather than healthy stable behavior.","[{""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s4_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,187,3.4930736999995133,0.0007136,True,major_revision_v2_temporal_transition,1,3,121,170,22
nasa_fd001,u001_e0170,degraded,temporal_stability,0,3,True,degraded,True,"Elevated positive slopes in s8, s13, s11, and s4 closely match degraded training patterns, indicating increased sensor trends typical of degradation. These features strongly suggest the engine is not healthy.","[{""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s4_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,193,3.129930186998536,0.0007232,True,major_revision_v2_temporal_transition,1,3,121,170,22
nasa_fd001,u001_e0170,degraded,temporal_stability,0,4,True,degraded,True,"High positive slopes in s8, s13, s11, and s4 features match degraded training patterns, indicating increasing sensor trends consistent with system degradation.","[{""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s4_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,183,4.193286576999526,0.0007072,True,major_revision_v2_temporal_transition,1,3,121,170,22
nasa_fd001,u001_e0180,degraded,temporal_stability,0,0,True,degraded,True,"Strong positive slopes in s13, s8, and s11, combined with a strong negative slope in s7, align with degraded states observed in training references, indicating deterioration in component behavior.","[{""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s11_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,191,5.948851283999829,0.00072,True,major_revision_v2_temporal_transition,1,4,131,180,12
nasa_fd001,u001_e0180,degraded,temporal_stability,0,1,True,degraded,True,"Strong positive slopes in s13, s8, s11 and negative slope in s7 align with known degraded training patterns, indicating wear or fault progression in the engine system.","[{""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s11_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,187,2.9354123180019087,0.0007136,True,major_revision_v2_temporal_transition,1,4,131,180,12
nasa_fd001,u001_e0180,degraded,temporal_stability,0,2,True,degraded,True,"High positive slopes in s13, s8, and s11 combined with a strong negative slope in s7 match degraded patterns from training references, indicating deterioration in engine health.","[{""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s11_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,187,4.434027341001638,0.0007136,True,major_revision_v2_temporal_transition,1,4,131,180,12
nasa_fd001,u001_e0180,degraded,temporal_stability,0,3,True,degraded,True,"Elevated positive slopes in s13, s8, and s11 combined with a significant negative slope in s7 match patterns of degradation observed in similar training references, indicating a degraded health state.","[{""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s11_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,191,3.243496694998612,0.00072,True,major_revision_v2_temporal_transition,1,4,131,180,12
nasa_fd001,u001_e0180,degraded,temporal_stability,0,4,True,degraded,True,"High positive slopes and delta means in s13 and s8 with negative slope in s7 align with degraded training references, indicating degradation in engine health.","[{""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s13_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,182,2.64307954999822,0.0007056,True,major_revision_v2_temporal_transition,1,4,131,180,12
nasa_fd001,u001_e0190,degraded,temporal_stability,0,0,True,degraded,True,"High positive slopes in s13 and s8 and a strong negative slope in s7 closely match degraded training patterns, indicating abnormal sensor trends consistent with degradation.","[{""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s13_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,183,2.8179025479985285,0.0007072,True,major_revision_v2_temporal_transition,1,5,141,190,2
nasa_fd001,u001_e0190,degraded,temporal_stability,0,1,True,degraded,True,"High positive slopes in s13 and s8 combined with a strong negative slope in s7 align closely with degraded references, indicating abnormal sensor trends consistent with engine degradation.","[{""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1036,157,2.424767067997891,0.0006656,True,major_revision_v2_temporal_transition,1,5,141,190,2
nasa_fd001,u001_e0190,degraded,temporal_stability,0,2,True,degraded,True,"Features s13_slope and s7_slope show strong positive and negative deviations, respectively, consistent with degraded training references. Elevated s8_slope and s13_delta_mean further support degradation, reflecting sensor trends linked to deteriorating health states.","[{""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s13_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,201,3.0261024969986465,0.000736,True,major_revision_v2_temporal_transition,1,5,141,190,2
nasa_fd001,u001_e0190,degraded,temporal_stability,0,3,True,degraded,True,High positive slopes in s13 and s8 combined with a strong negative slope in s7 indicate degradation patterns consistent with degraded training references.,"[{""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s13_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,179,8.066020362999552,0.0007008,True,major_revision_v2_temporal_transition,1,5,141,190,2
nasa_fd001,u001_e0190,degraded,temporal_stability,0,4,True,degraded,True,"High positive slopes in s13 and s8 and strongly negative slope in s7 match degraded training patterns, indicating wear or fault progression in the system.","[{""feature"": ""s13_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s8_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s13_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,182,2.5317269759980263,0.0007056,True,major_revision_v2_temporal_transition,1,5,141,190,2
nasa_fd001,u005_e0220,healthy,temporal_stability,0,0,True,degraded,True,Elevated positive slopes and deltas in sensors s17 and s3 combined with negative slope in s21 indicate degradation trends consistent with training references labeled degraded.,"[{""feature"": ""s17_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s9_z_last"", ""direction"": ""positive"", ""importance"": ""low""}]",1.0,0.0,0.0,0,4,responses,1036,183,2.652398375001212,0.0007072,True,major_revision_v2_temporal_transition,5,1,171,220,49
nasa_fd001,u005_e0220,healthy,temporal_stability,0,1,True,degraded,True,Elevated s17 metrics and strongly negative s21 trends indicate sensor behaviors consistent with degradation patterns observed in training references.,"[{""feature"": ""s17_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,175,2.9826479389994347,0.0006944,True,major_revision_v2_temporal_transition,5,1,171,220,49
nasa_fd001,u005_e0220,healthy,temporal_stability,0,2,True,degraded,True,"Elevated positive slopes and delta means in s2, s3, and s17 indicate degradation trends, consistent with historical degraded patterns. The negative s21_delta_mean further supports degradation state.","[{""feature"": ""s2_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,190,2.966670133999287,0.0007184,True,major_revision_v2_temporal_transition,5,1,171,220,49
nasa_fd001,u005_e0220,healthy,temporal_stability,0,3,True,degraded,True,Elevated s17_z_last and positive slopes in s3 and s9 indicate abnormal sensor trends aligned with degradation. Negative s21_slope further supports declining health state consistent with degraded training references.,"[{""feature"": ""s17_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,191,2.7760666149988538,0.00072,True,major_revision_v2_temporal_transition,5,1,171,220,49
nasa_fd001,u005_e0220,healthy,temporal_stability,0,4,True,degraded,True,"Elevated positive values in s17_delta_mean and s17_z_last indicate degradation trends, supported by positive s3_delta_mean and negative s21_delta_mean consistent with degraded training references. These sensor deviations suggest the system is not healthy.","[{""feature"": ""s17_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s3_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,199,3.438706914999784,0.0007328,True,major_revision_v2_temporal_transition,5,1,171,220,49
nasa_fd001,u005_e0230,healthy,temporal_stability,0,0,True,degraded,True,High positive s13_delta_mean and s17_slope coupled with negative s21_delta_mean and s12_delta_mean indicate sensor degradation patterns similar to degraded training references.,"[{""feature"": ""s13_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s12_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,185,2.825477434002096,0.0007104,True,major_revision_v2_temporal_transition,5,2,181,230,39
nasa_fd001,u005_e0230,healthy,temporal_stability,0,1,True,degraded,True,Elevated positive trends in s13_delta_mean and s17_slope combined with negative values in s21_delta_mean and s12_delta_mean align with degraded health-state patterns seen in similar training references.,"[{""feature"": ""s13_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s12_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,192,3.628767910999159,0.0007216,True,major_revision_v2_temporal_transition,5,2,181,230,39
nasa_fd001,u005_e0230,healthy,temporal_stability,0,2,True,degraded,True,"Elevated s13_delta_mean and s17_slope combined with negative s21_delta_mean and s12_delta_mean align with known degraded patterns, indicating wear or damage in the system.","[{""feature"": ""s13_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s12_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,189,2.811334144000284,0.0007168,True,major_revision_v2_temporal_transition,5,2,181,230,39
nasa_fd001,u005_e0230,healthy,temporal_stability,0,3,True,degraded,True,"Elevated s13_delta_mean and s17_slope, along with negative s21_delta_mean and s12_delta_mean, match degraded patterns in reference data, indicating performance deterioration consistent with degradation.","[{""feature"": ""s13_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s12_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,191,3.0969341560012253,0.00072,True,major_revision_v2_temporal_transition,5,2,181,230,39
nasa_fd001,u005_e0230,healthy,temporal_stability,0,4,True,degraded,True,Elevated positive values in s13_delta_mean and s17_slope combined with negative s21_delta_mean and s12_delta_mean indicate sensor degradation patterns consistent with degraded health state in C-MAPSS FD001.,"[{""feature"": ""s13_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s12_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,195,3.373677391999081,0.0007264,True,major_revision_v2_temporal_transition,5,2,181,230,39
nasa_fd001,u005_e0240,degraded,temporal_stability,0,0,True,degraded,True,"Elevated positive slopes and delta_mean values in sensors s9, s11, s14, and s3 indicate degradation trends consistent with degraded training references, supporting a degraded health state diagnosis.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,190,2.836072251000587,0.0007184,True,major_revision_v2_temporal_transition,5,3,191,240,29
nasa_fd001,u005_e0240,degraded,temporal_stability,0,1,True,degraded,True,"Elevated positive trends and means in critical sensors (s9, s11, s14, s3) correlate strongly with degradation patterns seen in training references, indicating the system is not in a healthy state.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,194,3.67781928900149,0.0007248,True,major_revision_v2_temporal_transition,5,3,191,240,29
nasa_fd001,u005_e0240,degraded,temporal_stability,0,2,True,degraded,True,"Multiple sensor delta_mean values (s9, s11, s14, s15) are strongly positive, indicating deviation from normal operation consistent with degradation patterns seen in training references.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s15_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,188,3.1547145479999017,0.0007152,True,major_revision_v2_temporal_transition,5,3,191,240,29
nasa_fd001,u005_e0240,degraded,temporal_stability,0,3,True,degraded,True,"Multiple sensor slopes and delta means related to degradation show strong positive standardized values, consistent with training examples labeled degraded, indicating component wear or fault progression.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,181,2.782064304999949,0.000704,True,major_revision_v2_temporal_transition,5,3,191,240,29
nasa_fd001,u005_e0240,degraded,temporal_stability,0,4,True,degraded,True,"Multiple key features such as s9_delta_mean, s11_delta_mean, and s14_delta_mean show significant positive deviations similar to degraded training references, indicating abnormal engine behavior consistent with degradation.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s11_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,190,2.602265099998476,0.0007184,True,major_revision_v2_temporal_transition,5,3,191,240,29
nasa_fd001,u005_e0250,degraded,temporal_stability,0,0,True,degraded,True,Elevated positive slopes in s14 and s9 indicate degradation trends consistent with training references labeled degraded. Negative s20_slope supports degradation. These sensor trends collectively suggest the system is in a degraded state.,"[{""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s20_slope"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""near_zero"", ""importance"": ""low""}]",0.75,0.25,0.25,0,4,responses,1036,194,3.1279844470009266,0.0007248,True,major_revision_v2_temporal_transition,5,4,201,250,19
